"","V1","V2"
"19408","[Pd-2]1([NH+](c2c(cccc2)c2c1cccc2)C)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)OS(=O)(=O)C","900287"
"19409","[Ru](Cl)Cl.P(CCNCc1ncccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1","746347"
"19410","S(=O)(=C)(Nc1c(cccc1)NCc1c(cc(cc1C(C)C)C(C)C)C(C)C)c1ccccc1","669970"
"19411","S(=O)(=O)(Cc1nc(oc1C)c1ccc(cc1)C(=O)NCc1cnccc1)c1ccc(cc1)C","SML1348"
"19412","S(=O)(=O)(N(C)C)c1c2nonc2c(cc1)NCCN","93088"
"19413","S(=O)(=O)(N(C)C)Oc1nc(nc(c1CCCC)C)NCC","31510"
"19414","S(=O)(=O)(N)c1c(c(cc(c1)C(=O)O)NCCCC)Oc1ccccc1","B1158000"
"19415","S(=O)(=O)(N)c1c(cc(c(c1)C(=O)O)Cl)NCc1occc1","F0702000"
"19416","S(=O)(=O)(N)c1c(cc(c(c1)C(=O)O)NCc1ccccc1)Cl","479853"
"19417","S(=O)(=O)(N)c1c(cc(c(c1)C(=O)O)NCc1occc1)Cl","F0700000"
"19418","S(=O)(=O)(NC(=N)NCCC[C@H](N)C(=O)NCc1ccc(cc1)OC)c1c(c(c(cc1C)OC)C)C.Cl","71106"
"19419","S(=O)(=O)(NC(=O)Nc1nc(nc(n1)OCC)NC)c1c(cccc1)C(=O)OC","32394"
"19420","S(=O)(=O)(NCCN(C)C)c1c2nonc2c(cc1)NCCN","79291"
"19421","S(=O)(=O)(NCc1cc(c(cc1)C(=O)OC)S(=O)(=O)NC(=O)Nc1nc(cc(n1)OC)OC)C","34178"
"19422","S(=O)(=O)(NCc1ccc(cc1)C(=O)Nc1cnccc1)c1ccc(cc1)C(C)(C)C","SML1108"
"19423","S(=O)(=O)(NCc1ccccc1)c1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-]","SML0532"
"19424","S(=O)(=O)(NCc1ccccc1)c1c(ccc(c1)C(=O)Nc1ccc(cc1)Br)Br","R9782"
"19425","S(=O)(=O)(NCc1ncccc1)c1c2c(c(cc1)Br)cccc2","B3438"
"19426","S(=O)(=O)(Nc1c(cc(cc1)NCCCCCC)OC)c1c(scc1)C(=O)OC","SML0424"
"19427","S(=O)(=O)(Nc1ccc(cc1)CCNC[C@H](O)COc1cc(ccc1)CNC(=O)C)c1ccccc1.O","L7045"
"19428","S(=O)(=O)(Nc1nc(nc(c1)NC)NC)c1ccc(cc1)N.Cl.Cl","R140"
"19429","S(=O)(=O)(N1CCCC1)c1c(cccc1)c1ccc(cc1)CNCC(C)C.Cl","PZ0206"
"19430","S(=O)(=O)(O)CNc1c(cc(c(c1)C(=O)O)/N=N/c1sccn1)C","87793"
"19431","S(=O)(=O)(O)C.Clc1c(ccc(c1)CNc1nnc(c2c1c1c(n(nc1)CC)nc2)n1cnc(c1)C(=O)NC)OC","BM0001"
"19432","S(=O)(=O)(O)c1ccc(cc1)C.N(CCCCCCNc1c2nccc(c2cc(c1)OC)C)(CC)CC","SML1542"
"19433","S(=O)(=O)(O)c1ccc(cc1)C.N1[C@@H](Cc2c(cccc2)C1)C(=O)OCc1ccccc1","465062"
"19434","S(=O)(=O)(O)c1c2c(c(ccc2)NCCN)ccc1","A6517"
"19435","S(=O)(=O)(O)c1c2c(c(ccc2)NCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)/N=N/c2ccc(cc2)N(C)C)C(C)C)CC(=O)N)CC(C)C)CC(=O)O)C)CCC(=O)O)ccc1","A5097"
"19436","S(=O)(=O)(O)c1c2c(ccc1)cccc2NCCN","A2308"
"19437","S(=O)(=O)(O)O.N(C)c1ccc(cc1)O.N(C)c1ccc(cc1)O","15501"
"19438","S(=O)(=O)(O)O.N1[C@@H](CNc2nc(nc(c12)O)N)[C@@H](O)[C@@H](O)C","19565"
"19439","S(=O)(=O)([O-])CCCC[NH+]1c2c(cccc2)C(C1=C)(C)C","76127"
"19440","S(=O)(=O)([O-])CCCC[NH+]1c2c(c3c(cc2)cccc3)C(C1=C)(C)C","646679"
"19441","S(=O)(=O)([O-])c1cc2c(cc1)[N+](=C(C2(C)C)/C=C/C=C\1/N(c2c(cc(cc2)S(=O)(=O)O)C1(C)C)CCCS(=O)(=O)O)CCCCCC(=O)NCc1nnn(c1)c1ccc(cc1)C(=O)C=O","797278"
"19442","S(=O)(=O)(SCCNc1c2nonc2c(cc1)S(=O)(=O)N)C","92014"
"19443","S(CC(N)C(=O)O)C(=S)NCc1ccccc1","B7031"
"19444","S(CCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NCc1ccccc1)C","F9758"
"19445","B(B(O)O)(O)O","754242"
"19446","B(O)(O)C(=C(C)C)C","639079"
"19447","B(O)(O)C(=C)c1ccccc1","571350"
"19448","B(O)(O)C(CC)C","687200"
"19449","B(O)(O)C(C)C","648787"
"19450","B(O)(O)CC(C)(C)C","683671"
"19451","B(O)(O)CC(C)C","346225"
"19452","B(O)(O)CCC(C)C","655090"
"19453","B(O)(O)CCCCBr","691607"
"19454","B(O)(O)CCCCCBr","695661"
"19455","B(O)(O)CCCCCCBr","695009"
"19456","B(O)(O)CCCCC=C","694991"
"19457","B(O)(O)CCCC[C@H](N)C(=O)O.Cl","SML1466"
"19458","B(O)(O)CCCC","163244"
"19459","B(O)(O)CCCC=C","688304"
"19460","B(O)(O)CCC=C","687650"
"19461","B(O)(O)CCc1ccccc1","588423"
"19462","B(O)(O)CCSC[C@H](N)C(=O)O.C","SML1384"
"19463","B(O)(O)C","165336"
"19464","B(O)(O)/C=C/CCCCCC","521027"
"19465","B(O)(O)/C=C/CCCCC","579386"
"19466","B(O)(O)/C=C/CCC","578452"
"19467","B(O)(O)/C=C/Cc1ccccc1","642606"
"19468","B(O)(O)/C=C/CCl","556599"
"19469","B(O)(O)/C=C/C","576638"
"19470","B(O)(O)/C=C/c1cc(ccc1)F","637971"
"19471","B(O)(O)/C=C/c1ccc(cc1)C(F)(F)F","519022"
"19472","B(O)(O)/C=C/c1ccc(cc1)C","568139"
"19473","B(O)(O)/C=C/c1ccc(cc1)c1ccccc1","526045"
"19474","B(O)(O)/C=C/c1ccc(cc1)Cl","523569"
"19475","B(O)(O)/C=C/c1ccc(cc1)F","518972"
"19476","B(O)(O)/C=C/c1ccc(cc1)OC","518980"
"19477","B(O)(O)/C=C/c1ccccc1","473790"
"19478","B(O)(O)/C=C/C1CCCCC1","596256"
"19479","B(O)(O)/C=C\C","572179"
"19480","B(O)(O)c1c(c(c(c(c1F)F)Br)F)F","593966"
"19481","B(O)(O)c1c(c(c(c(c1F)F)F)F)F","465097"
"19482","B(O)(O)c1c(c(c(c(c1F)F)OC(C)C)F)F","657263"
"19483","B(O)(O)c1c(c(c(c(c1F)F)OCCCC)F)F","657255"
"19484","B(O)(O)c1c(c(c(c(c1F)F)OCCC)F)F","657271"
"19485","B(O)(O)c1c(c(c(c(c1F)F)OCC)F)F","657298"
"19486","B(O)(O)c1c(c(c(c(c1F)F)OC)F)F","657301"
"19487","B(O)(O)c1c(c(c(c(c1)F)F)F)F","696587"
"19488","B(O)(O)c1c(c(c(cc1C)C)Br)C","593850"
"19489","B(O)(O)c1c(c(c(cc1F)F)F)F","680621"
"19490","B(O)(O)c1c(c(c(cc1F)F)OC(C)C)F","657360"
"19491","B(O)(O)c1c(c(c(cc1F)F)OCCCC)F","657352"
"19492","B(O)(O)c1c(c(c(cc1F)F)OCCC)F","657379"
"19493","B(O)(O)c1c(c(c(cc1F)F)OCC)F","657247"
"19494","B(O)(O)c1c(c(c(cc1F)F)OC)F","652202"
"19495","B(O)(O)c1c(c(c(cc1)C=O)F)F","571377"
"19496","B(O)(O)c1c(c(c(cc1)F)C=O)F","597406"
"19497","B(O)(O)c1c(c(c(cc1)F)F)F","524085"
"19498","B(O)(O)c1c(c(c(cc1)OC)OC)OC","512281"
"19499","B(O)(O)c1c(c(cc(c1C)C)C)C","521515"
"19500","B(O)(O)c1c(c(cc(c1)Br)Br)F","661937"
"19501","B(O)(O)c1c(c(cc(c1)C)Br)OC(C)C","596620"
"19502","B(O)(O)c1c(c(cc(c1)C)Br)OCCCC","596841"
"19503","B(O)(O)c1c(c(cc(c1)C)Br)OCCC","596744"
"19504","B(O)(O)c1c(c(cc(c1)C)Br)OCC","596299"
"19505","B(O)(O)c1c(c(cc(c1)C)Br)OCc1c(cccc1)Cl","645486"
"19506","B(O)(O)c1c(c(cc(c1)C)Br)OCc1c(cccc1)F","645400"
"19507","B(O)(O)c1c(c(cc(c1)C)Br)OCc1cc(ccc1)Br","645478"
"19508","B(O)(O)c1c(c(cc(c1)C)Br)OCc1cc(ccc1)Cl","645494"
"19509","B(O)(O)c1c(c(cc(c1)C)Br)OCc1cc(ccc1)F","645419"
"19510","B(O)(O)c1c(c(cc(c1)C)Br)OCc1cc(ccc1)OC","639478"
"19511","B(O)(O)c1c(c(cc(c1)C)Br)OCc1ccc(cc1)Cl","645508"
"19512","B(O)(O)c1c(c(cc(c1)C)Br)OCc1ccc(cc1)F","645427"
"19513","B(O)(O)c1c(c(cc(c1)C)Br)OCc1ccccc1","639435"
"19514","B(O)(O)c1c(c(cc(c1)C)Br)OC","596183"
"19515","B(O)(O)c1c(c(cc(c1)C)C=O)OC(C)C","567302"
"19516","B(O)(O)c1c(c(cc(c1)C)C=O)OCCCC","567299"
"19517","B(O)(O)c1c(c(cc(c1)C)C=O)OCCC","661988"
"19518","B(O)(O)c1c(c(cc(c1)C)C=O)OCC","567329"
"19519","B(O)(O)c1c(c(cc(c1)C)C=O)OC","567337"
"19520","B(O)(O)c1c(c(cc(c1)C=O)Br)OC(C)C","684619"
"19521","B(O)(O)c1c(c(cc(c1)C=O)Br)OC","680664"
"19522","B(O)(O)c1c(c(cc(c1)C=O)C=O)F","645796"
"19523","B(O)(O)c1c(c(cc(c1)C=O)C=O)OC(C)C","680648"
"19524","B(O)(O)c1c(c(cc(c1)C=O)C=O)OCCC","684546"
"19525","B(O)(O)c1c(c(cc(c1)Cl)C)F","557277"
"19526","B(O)(O)c1c(c(cc(c1)F)Br)OC(C)C","542520"
"19527","B(O)(O)c1c(c(cc(c1)F)Br)OCCCC","542539"
"19528","B(O)(O)c1c(c(cc(c1)F)Br)OCCC","565784"
"19529","B(O)(O)c1c(c(cc(c1)F)Br)OCC","542512"
"19530","B(O)(O)c1c(c(cc(c1)F)Br)OC","645176"
"19531","B(O)(O)c1c(c(cc(c1)F)C=O)OC","680699"
"19532","B(O)(O)c1c(c(cc(c1)F)F)F","524697"
"19533","B(O)(O)c1c(c(cc(c1)I)I)OC","666165"
"19534","B(O)(O)c1c(c(ccc1Br)Br)F","651087"
"19535","B(O)(O)c1c(c(ccc1Br)F)F","635774"
"19536","B(O)(O)c1c(c(ccc1Br)I)F","666793"
"19537","B(O)(O)c1c(c(ccc1Br)OC(C)C)F","666890"
"19538","B(O)(O)c1c(c(ccc1Br)OCCCC)F","661953"
"19539","B(O)(O)c1c(c(ccc1Br)OCCC)F","666882"
"19540","B(O)(O)c1c(c(ccc1Cl)C)F","557269"
"19541","B(O)(O)c1c(c(ccc1F)Br)F","557242"
"19542","B(O)(O)c1c(c(ccc1F)C=O)F","652210"
"19543","B(O)(O)c1c(c(ccc1F)F)F","524093"
"19544","B(O)(O)c1c(c(ccc1F)OC(C)C)F","652180"
"19545","B(O)(O)c1c(c(ccc1F)OCCCC)F","652199"
"19546","B(O)(O)c1c(c(ccc1F)OCCC)F","652172"
"19547","B(O)(O)c1c(c(ccc1F)OCC)F","650951"
"19548","B(O)(O)c1c(c(ccc1F)OCc1c(cccc1)Cl)F","651362"
"19549","B(O)(O)c1c(c(ccc1F)OCc1c(cccc1)F)F","651346"
"19550","B(O)(O)c1c(c(ccc1F)OCc1cc(cc(c1)OC)OC)F","651109"
"19551","B(O)(O)c1c(c(ccc1F)OCc1ccccc1)F","635707"
"19552","B(O)(O)c1c(c(ccc1F)OC)F","652164"
"19553","B(O)(O)c1c(c(ccc1)Br)F","558214"
"19554","B(O)(O)c1c(c(ccc1)Br)OC(C)C","597171"
"19555","B(O)(O)c1c(c(ccc1)Br)OCCCC","592129"
"19556","B(O)(O)c1c(c(ccc1)Br)OCCC","597074"
"19557","B(O)(O)c1c(c(ccc1)Br)OCc1c(cccc1)F","645834"
"19558","B(O)(O)c1c(c(ccc1)Br)OCc1cc(ccc1)Br","639567"
"19559","B(O)(O)c1c(c(ccc1)Br)OCc1cc(ccc1)OC","645850"
"19560","B(O)(O)c1c(c(ccc1)Br)OCc1ccc(cc1)Cl","645842"
"19561","B(O)(O)c1c(c(ccc1)Br)OCc1ccc(cc1)F","645761"
"19562","B(O)(O)c1c(c(ccc1)C(=O)C)F","651249"
"19563","B(O)(O)c1c(c(ccc1)C(F)(F)F)F","558206"
"19564","B(O)(O)c1c(c(ccc1)C)C","483508"
"19565","B(O)(O)c1c(c(ccc1)C=O)F","645788"
"19566","B(O)(O)c1c(c(ccc1)C=O)OC","666157"
"19567","B(O)(O)c1c(c(ccc1)Cl)Cl","514047"
"19568","B(O)(O)c1c(c(ccc1)Cl)F","557226"
"19569","B(O)(O)c1c(c(ccc1)F)C=O","709832"
"19570","B(O)(O)c1c(c(ccc1)F)F","514039"
"19571","B(O)(O)c1c(c(ccc1)I)F","593524"
"19572","B(O)(O)c1c(c(ccc1)OCC)F","639389"
"19573","B(O)(O)c1c(c(ccc1)OC)F","594253"
"19574","B(O)(O)c1c(c(ccc1)OC)OC","557730"
"19575","B(O)(O)c1c(cc(c(c1)C)C)C","542326"
"19576","B(O)(O)c1c(cc(c(c1)F)F)Br","645281"
"19577","B(O)(O)c1c(cc(c(c1)F)F)F","524689"
"19578","B(O)(O)c1c(cc(c(c1)F)F)OC(C)C","680702"
"19579","B(O)(O)c1c(cc(c(c1)F)F)OCC","650943"
"19580","B(O)(O)c1c(cc(c(c1)F)F)OC","645184"
"19581","B(O)(O)c1c(cc(cc1Br)Br)F","651257"
"19582","B(O)(O)c1c(cc(cc1C(C)C)C(C)C)C(C)C","735051"
"19583","B(O)(O)c1c(cc(cc1C)C)C","542318"
"19584","B(O)(O)c1c(cc(cc1F)Br)F","557218"
"19585","B(O)(O)c1c(cc(cc1F)F)F","524107"
"19586","B(O)(O)c1c(cc(cc1F)OC)F","593060"
"19587","B(O)(O)c1c(cc(cc1)C#N)C","685194"
"19588","B(O)(O)c1c(cc(cc1)C(F)(F)F)C(F)(F)F","683965"
"19589","B(O)(O)c1c(cc(cc1)C)C","768073"
"19590","B(O)(O)c1c(cc(cc1)C)F","567418"
"19591","B(O)(O)c1c(cc(cc1)C=O)F","657344"
"19592","B(O)(O)c1c(cc(cc1)Cl)Cl","521388"
"19593","B(O)(O)c1c(cc(cc1)F)C","565652"
"19594","B(O)(O)c1c(cc(cc1)F)F","465070"
"19595","B(O)(O)c1c(cc(cc1)F)OC(C)C","564516"
"19596","B(O)(O)c1c(cc(cc1)F)OCCCC","564532"
"19597","B(O)(O)c1c(cc(cc1)F)OCCC","564524"
"19598","B(O)(O)c1c(cc(cc1)F)OCC","564508"
"19599","B(O)(O)c1c(cc(cc1)F)OC","564494"
"19600","B(O)(O)c1c(cc(cc1)OC(C)C)C","657328"
"19601","B(O)(O)c1c(cc(cc1)OCCCC)C","594628"
"19602","B(O)(O)c1c(cc(cc1)OCCCC)OCCCC","650994"
"19603","B(O)(O)c1c(cc(cc1)OCCC)C","594725"
"19604","B(O)(O)c1c(cc(cc1)OCCC)OCCC","680672"
"19605","B(O)(O)c1c(cc(cc1)OCC)C","594830"
"19606","B(O)(O)c1c(cc(cc1)OCC)OCC","680680"
"19607","B(O)(O)c1c(cc(cc1)OC)C(F)(F)F","666912"
"19608","B(O)(O)c1c(cc(cc1)OC)C","639370"
"19609","B(O)(O)c1c(cc(cc1)OC)C=O","717649"
"19610","B(O)(O)c1c(cc(cc1)OC)OC","483486"
"19611","B(O)(O)c1c(ccc(c1Br)OC(C)C)F","661996"
"19612","B(O)(O)c1c(ccc(c1Br)OCCCC)F","661945"
"19613","B(O)(O)c1c(ccc(c1Br)OCCC)F","645729"
"19614","B(O)(O)c1c(ccc(c1Br)OCC)F","645710"
"19615","B(O)(O)c1c(ccc(c1Br)OC)F","662011"
"19616","B(O)(O)c1c(ccc(c1Cl)C)F","557250"
"19617","B(O)(O)c1c(ccc(c1)Br)F","593621"
"19618","B(O)(O)c1c(ccc(c1)Br)OC","512702"
"19619","B(O)(O)c1c(ccc(c1)C(=O)C)F","639583"
"19620","B(O)(O)c1c(ccc(c1)C(=O)O)OC","794155"
"19621","B(O)(O)c1c(ccc(c1)C(F)(F)F)Cl","680524"
"19622","B(O)(O)c1c(ccc(c1)C(F)(F)F)F","558184"
"19623","B(O)(O)c1c(ccc(c1)C(C)C)OC","680583"
"19624","B(O)(O)c1c(ccc(c1)C)C","483516"
"19625","B(O)(O)c1c(ccc(c1)C)F","567434"
"19626","B(O)(O)c1c(ccc(c1)C)OC(C)C","565660"
"19627","B(O)(O)c1c(ccc(c1)C)OCC(C)C","651230"
"19628","B(O)(O)c1c(ccc(c1)C)OCCCC","565679"
"19629","B(O)(O)c1c(ccc(c1)C)OCCC","565644"
"19630","B(O)(O)c1c(ccc(c1)C)OCC","567493"
"19631","B(O)(O)c1c(ccc(c1)C)OC","567507"
"19632","B(O)(O)c1c(ccc(c1)Cl)Cl","512311"
"19633","B(O)(O)c1c(ccc(c1)Cl)F","557234"
"19634","B(O)(O)c1c(ccc(c1)Cl)OC(C)C","542555"
"19635","B(O)(O)c1c(ccc(c1)Cl)OCCCC","542563"
"19636","B(O)(O)c1c(ccc(c1)Cl)OCCC","645192"
"19637","B(O)(O)c1c(ccc(c1)Cl)OCC","542547"
"19638","B(O)(O)c1c(ccc(c1)Cl)OC","512249"
"19639","B(O)(O)c1c(ccc(c1)F)C","567442"
"19640","B(O)(O)c1c(ccc(c1)F)F","514020"
"19641","B(O)(O)c1c(ccc(c1)F)OC(C)C","564559"
"19642","B(O)(O)c1c(ccc(c1)F)OCCCC","564540"
"19643","B(O)(O)c1c(ccc(c1)F)OCCC","565776"
"19644","B(O)(O)c1c(ccc(c1)F)OCC","594954"
"19645","B(O)(O)c1c(ccc(c1)F)OC","483540"
"19646","B(O)(O)c1c(ccc(c1)I)F","593419"
"19647","B(O)(O)c1c(ccc(c1)OC(C)C)F","645206"
"19648","B(O)(O)c1c(ccc(c1)OCCCC)F","645230"
"19649","B(O)(O)c1c(ccc(c1)OCCC)F","594288"
"19650","B(O)(O)c1c(ccc(c1)OCC)F","594393"
"19651","B(O)(O)c1c(ccc(c1)OC)F","597112"
"19652","B(O)(O)c1c(ccc(c1)OC)I","746177"
"19653","B(O)(O)c1c(ccc(c1)OC)OC","483494"
"19654","B(O)(O)c1c(cccc1Br)Br","704407"
"19655","B(O)(O)c1c(cccc1Br)F","593737"
"19656","B(O)(O)c1c(cccc1C(F)(F)F)F","558192"
"19657","B(O)(O)c1c(cccc1C(C)C)C(C)C","719714"
"19658","B(O)(O)c1c(cccc1C)C","480061"
"19659","B(O)(O)c1c(cccc1Cl)F","566071"
"19660","B(O)(O)c1c(cccc1F)F","470791"
"19661","B(O)(O)c1c(cccc1F)I","639451"
"19662","B(O)(O)c1c(cccc1OC(C)C)F","639397"
"19663","B(O)(O)c1c(cccc1OCCCC)F","639427"
"19664","B(O)(O)c1c(cccc1OCCC)F","639419"
"19665","B(O)(O)c1c(cccc1OCC)F","594504"
"19666","B(O)(O)c1c(cccc1OC)Cl","512753"
"19667","B(O)(O)c1c(cccc1OC)F","512761"
"19668","B(O)(O)c1c(cccc1OC)OC(C)C","650978"
"19669","B(O)(O)c1c(cccc1OC)OCC(C)C","662003"
"19670","B(O)(O)c1c(cccc1OC)OC","480096"
"19671","B(O)(O)c1c(cccc1)Br","473804"
"19672","B(O)(O)c1c(cccc1)C#N","521396"
"19673","B(O)(O)c1c(cccc1)C(=O)C","470805"
"19674","B(O)(O)c1c(cccc1)C(=O)OCC","683833"
"19675","B(O)(O)c1c(cccc1)C(=O)OC","683809"
"19676","B(O)(O)c1c(cccc1)C(=O)O.O.O","704784"
"19677","B(O)(O)c1c(cccc1)C(F)(F)F","445193"
"19678","B(O)(O)c1c(cccc1)CBr","679453"
"19679","B(O)(O)c1c(cccc1)CC","521523"
"19680","B(O)(O)c1c(cccc1)COc1c(cc(cc1)C(C)(C)C)C","662046"
"19681","B(O)(O)c1c(cccc1)COc1c(ccc(c1)C(F)(F)F)Cl","652245"
"19682","B(O)(O)c1c(cccc1)COc1c(ccc(c1)C)C(C)C","661856"
"19683","B(O)(O)c1c(cccc1)COc1c(cccc1C(C)C)C(C)C","666823"
"19684","B(O)(O)c1c(cccc1)COc1cc(cc(c1)F)F","667072"
"19685","B(O)(O)c1c(cccc1)COc1cc(ccc1)C(F)(F)F","666866"
"19686","B(O)(O)c1c(cccc1)COc1ccc(cc1)CCOC","658065"
"19687","B(O)(O)c1c(cccc1)COc1ccc(cc1)OC(F)(F)F","652156"
"19688","B(O)(O)c1c(cccc1)COc1c2c(c(cc1)Cl)cccc2","662054"
"19689","B(O)(O)c1c(cccc1)COc1c2c(ccc1)cccc2","662062"
"19690","B(O)(O)c1c(cccc1)COc1c2c(ccc1)CCCC2","652229"
"19691","B(O)(O)c1c(cccc1)C","393606"
"19692","B(O)(O)c1c(cccc1)C=O","431958"
"19693","B(O)(O)c1c(cccc1)c1ccccc1","542202"
"19694","B(O)(O)c1c(cccc1)c1[nH]nnn1","715395"
"19695","B(O)(O)c1c(cccc1)Cl","445215"
"19696","B(O)(O)c1c(cccc1)F","445223"
"19697","B(O)(O)c1c(cccc1)I","707899"
"19698","B(O)(O)c1c(cccc1)N.Cl","721379"
"19699","B(O)(O)c1c(cccc1)NC(=O)C","683906"
"19700","B(O)(O)c1c(cccc1)[N+](=O)[O-]","673862"
"19701","B(O)(O)c1c(cccc1)OC(F)(F)F","683787"
"19702","B(O)(O)c1c(cccc1)OC(C)C","542466"
"19703","B(O)(O)c1c(cccc1)OCC(C)C","645745"
"19704","B(O)(O)c1c(cccc1)OCCCC","542482"
"19705","B(O)(O)c1c(cccc1)OCCC","557722"
"19706","B(O)(O)c1c(cccc1)OCC","455520"
"19707","B(O)(O)c1c(cccc1)OCc1c(cccc1)Cl","639443"
"19708","B(O)(O)c1c(cccc1)OCc1c(cccc1)OC","657409"
"19709","B(O)(O)c1c(cccc1)OCc1cc(ccc1)Cl","645249"
"19710","B(O)(O)c1c(cccc1)OCc1cc(ccc1)F","657492"
"19711","B(O)(O)c1c(cccc1)OCc1ccc(cc1)F","652105"
"19712","B(O)(O)c1c(cccc1)OCc1ccc(cc1)OC","657417"
"19713","B(O)(O)c1c(cccc1)OCc1ccccc1","521337"
"19714","B(O)(O)c1c(cccc1)OC","445231"
"19715","B(O)(O)c1c(cccc1)Oc1ccccc1","521485"
"19716","B(O)(O)c1c(cccc1)S(=O)(=O)NC(C)(C)C","PH016247"
"19717","B(O)(O)c1c(cccc1)SC","521248"
"19718","B(O)(O)c1c(nc(cc1)OC)OC","706086"
"19719","B(O)(O)c1c(nc(nc1)OC)OC","666491"
"19720","B(O)(O)c1c(nccc1)Cl","697095"
"19721","B(O)(O)c1c(nccc1)F","696579"
"19722","B(O)(O)c1c(nccc1)N1CCCC1","704768"
"19723","B(O)(O)c1c(nccc1)N1CCOCC1","705039"
"19724","B(O)(O)c1c(nccc1)OC","684589"
"19725","B(O)(O)c1c(nc2c(c1)cccc2)Cl","696684"
"19726","B(O)(O)c1c(noc1C)C","720410"
"19727","B(O)(O)c1c(scc1)C(=O)C","701939"
"19728","B(O)(O)c1c(scc1)C=O","499900"
"19729","B(O)(O)c1cc(c(c(c1)C)COc1cc(cc(c1)OC)OC)C","652121"
"19730","B(O)(O)c1cc(c(c(c1)C)OC(C)C)C","597732"
"19731","B(O)(O)c1cc(c(c(c1)C)OCCCC)C","597511"
"19732","B(O)(O)c1cc(c(c(c1)C)OCCC)C","597848"
"19733","B(O)(O)c1cc(c(c(c1)C)OCC)C","597945"
"19734","B(O)(O)c1cc(c(c(c1)C)OCc1c(cccc1)Cl)C","645435"
"19735","B(O)(O)c1cc(c(c(c1)C)OCc1cc(ccc1)Cl)C","645443"
"19736","B(O)(O)c1cc(c(c(c1)C)OCc1ccc(cc1)Cl)C","645354"
"19737","B(O)(O)c1cc(c(c(c1)C)OC)C","598062"
"19738","B(O)(O)c1cc(c(c(c1)F)C=O)F","635782"
"19739","B(O)(O)c1cc(c(c(c1)F)F)F","524700"
"19740","B(O)(O)c1cc(c(c(c1)OC)OC)OC","651648"
"19741","B(O)(O)c1cc(c(cc1)C)Cl","680559"
"19742","B(O)(O)c1cc(c(cc1)C)F","567426"
"19743","B(O)(O)c1cc(c(cc1)C)[N+](=O)[O-]","521477"
"19744","B(O)(O)c1cc(c(cc1)C=O)F","542296"
"19745","B(O)(O)c1cc(c(cc1)c1ccccc1)F","512109"
"19746","B(O)(O)c1cc(c(cc1)Cl)Cl","471917"
"19747","B(O)(O)c1cc(c(cc1)F)C","483567"
"19748","B(O)(O)c1cc(c(cc1)F)C=O","683825"
"19749","B(O)(O)c1cc(c(cc1)F)c1[nH]nnn1","721360"
"19750","B(O)(O)c1cc(c(cc1)F)Cl","512230"
"19751","B(O)(O)c1cc(c(cc1)F)F","465089"
"19752","B(O)(O)c1cc(c(cc1)N)F.Cl","719382"
"19753","B(O)(O)c1cc(c(cc1)N)[N+](=O)[O-]","651621"
"19754","B(O)(O)c1cc(c(cc1)OC(C)C)C=O","666742"
"19755","B(O)(O)c1cc(c(cc1)OC(C)C)Cl","564443"
"19756","B(O)(O)c1cc(c(cc1)OC(C)C)F","564060"
"19757","B(O)(O)c1cc(c(cc1)OCCCC)Cl","564435"
"19758","B(O)(O)c1cc(c(cc1)OCCCC)F","564079"
"19759","B(O)(O)c1cc(c(cc1)OCCC)Cl","564451"
"19760","B(O)(O)c1cc(c(cc1)OCCC)F","564052"
"19761","B(O)(O)c1cc(c(cc1)OCC)C=O","677817"
"19762","B(O)(O)c1cc(c(cc1)OCC)Cl","564478"
"19763","B(O)(O)c1cc(c(cc1)OCC)F","564044"
"19764","B(O)(O)c1cc(c(cc1)OCc1c(cccc1)Cl)Cl","639532"
"19765","B(O)(O)c1cc(c(cc1)OCc1c(cccc1)F)Cl","639575"
"19766","B(O)(O)c1cc(c(cc1)OCc1cc(cc(c1)OC)OC)Cl","639516"
"19767","B(O)(O)c1cc(c(cc1)OCc1cc(ccc1)Br)Cl","639524"
"19768","B(O)(O)c1cc(c(cc1)OCc1cc(ccc1)Cl)Cl","639540"
"19769","B(O)(O)c1cc(c(cc1)OCc1ccc(cc1)F)Cl","645397"
"19770","B(O)(O)c1cc(c(cc1)OCc1ccccc1)Cl","595616"
"19771","B(O)(O)c1cc(c(cc1)OC)C","595500"
"19772","B(O)(O)c1cc(c(cc1)OC)C=O","512869"
"19773","B(O)(O)c1cc(c(cc1)OC)Cl","564486"
"19774","B(O)(O)c1cc(c(cc1)OC)F","564036"
"19775","B(O)(O)c1cc(c(cc1)OC)OC","480118"
"19776","B(O)(O)c1cc(cc(c1)Br)Br","499501"
"19777","B(O)(O)c1cc(cc(c1)Br)F","645346"
"19778","B(O)(O)c1cc(cc(c1)C(=O)O)Br","718785"
"19779","B(O)(O)c1cc(cc(c1)C(=O)O)F","720577"
"19780","B(O)(O)c1cc(cc(c1)C(=O)O)[N+](=O)[O-]","721042"
